"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"13331","GO:0002252","immune effector process",605,605,605,"1.00000"
"13332","GO:0120032","regulation of plasma membrane bounded cell projection assembly",153,153,153,"1.00000"
"13333","GO:0120033","negative regulation of plasma membrane bounded cell projection assembly",24,24,24,"1.00000"
"13334","GO:0002254","kinin cascade",1,1,1,"1.00000"
"13335","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly",86,86,86,"1.00000"
"13336","GO:0120035","regulation of plasma membrane bounded cell projection organization",600,600,600,"1.00000"
"13337","GO:0120036","plasma membrane bounded cell projection organization",1138,1138,1138,"1.00000"
"13338","GO:0106001","intestinal hexose absorption",3,3,3,"1.00000"
"13339","GO:0120039","plasma membrane bounded cell projection morphogenesis",482,482,482,"1.00000"
"13340","GO:0060184","cell cycle switching",1,1,1,"1.00000"
"13341","GO:1990784","response to dsDNA",2,2,2,"1.00000"
"13342","GO:0002285","lymphocyte activation involved in immune response",153,153,153,"1.00000"
"13343","GO:0052040","modulation by symbiont of host programmed cell death",9,9,9,"1.00000"
"13344","GO:1990789","thyroid gland epithelial cell proliferation",1,1,1,"1.00000"
"13345","GO:0052041","negative regulation by symbiont of host programmed cell death",3,3,3,"1.00000"
"13346","GO:0052042","positive regulation by symbiont of host programmed cell death",4,4,4,"1.00000"
"13347","GO:1990770","small intestine smooth muscle contraction",2,2,2,"1.00000"
"13348","GO:1990772","substance P secretion",1,1,1,"1.00000"
"13349","GO:1990773","matrix metallopeptidase secretion",7,7,7,"1.00000"
"13350","GO:0002274","myeloid leukocyte activation",184,184,184,"1.00000"
"13351","GO:1990775","endothelin production",3,3,3,"1.00000"
"13352","GO:0002275","myeloid cell activation involved in immune response",72,72,72,"1.00000"
"13353","GO:0002278","eosinophil activation involved in immune response",4,4,4,"1.00000"
"13354","GO:0002279","mast cell activation involved in immune response",41,41,41,"1.00000"
"13355","GO:0002220","innate immune response activating cell surface receptor signaling pathway",4,4,4,"1.00000"
"13356","GO:0060120","inner ear receptor cell fate commitment",4,4,4,"1.00000"
"13357","GO:1990729","primary miRNA modification",1,1,1,"1.00000"
"13358","GO:0070482","response to oxygen levels",172,172,172,"1.00000"
"13359","GO:0007314","oocyte anterior/posterior axis specification",2,2,2,"1.00000"
"13360","GO:0070471","uterine smooth muscle contraction",5,5,5,"1.00000"
"13361","GO:0060142","regulation of syncytium formation by plasma membrane fusion",23,23,23,"1.00000"
"13362","GO:0060147","regulation of posttranscriptional gene silencing",41,41,41,"1.00000"
"13363","GO:0060148","positive regulation of posttranscriptional gene silencing",23,23,23,"1.00000"
"13364","GO:0002249","lymphocyte anergy",6,6,6,"1.00000"
"13365","GO:0060149","negative regulation of posttranscriptional gene silencing",20,20,20,"1.00000"
"13366","GO:0070423","nucleotide-binding oligomerization domain containing signaling pathway",11,11,11,"1.00000"
"13367","GO:0070424","regulation of nucleotide-binding oligomerization domain containing signaling pathway",4,4,4,"1.00000"
"13368","GO:0070425","negative regulation of nucleotide-binding oligomerization domain containing signaling pathway",3,3,3,"1.00000"
"13369","GO:0070426","positive regulation of nucleotide-binding oligomerization domain containing signaling pathway",1,1,1,"1.00000"
"13370","GO:0070428","regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway",2,2,2,"1.00000"
"13371","GO:1990736","regulation of vascular associated smooth muscle cell membrane depolarization",1,1,1,"1.00000"
"13372","GO:1990739","granulosa cell proliferation",1,1,1,"1.00000"
"13373","GO:0070444","oligodendrocyte progenitor proliferation",5,5,5,"1.00000"
"13374","GO:0070432","regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway",4,4,4,"1.00000"
"13375","GO:0002200","somatic diversification of immune receptors",70,70,70,"1.00000"
"13376","GO:0007308","oocyte construction",2,2,2,"1.00000"
"13377","GO:0007309","oocyte axis specification",2,2,2,"1.00000"
"13378","GO:0002204","somatic recombination of immunoglobulin genes involved in immune response",49,49,49,"1.00000"
"13379","GO:0002208","somatic diversification of immunoglobulins involved in immune response",49,49,49,"1.00000"
"13380","GO:1990709","presynaptic active zone organization",4,4,4,"1.00000"
"13381","GO:0050794","regulation of cellular process",7283,7283,7283,"1.00000"
"13382","GO:0062094","stomach development",2,2,2,"1.00000"
"13383","GO:0062098","regulation of programmed necrotic cell death",18,18,18,"1.00000"
"13384","GO:0062099","negative regulation of programmed necrotic cell death",14,14,14,"1.00000"
"13385","GO:1902363","regulation of protein localization to spindle pole body",1,1,1,"1.00000"
"13386","GO:1902366","regulation of Notch signaling pathway involved in somitogenesis",2,2,2,"1.00000"
"13387","GO:0002791","regulation of peptide secretion",279,279,279,"1.00000"
"13388","GO:0060295","regulation of cilium movement involved in cell motility",6,6,6,"1.00000"
"13389","GO:1902359","Notch signaling pathway involved in somitogenesis",2,2,2,"1.00000"
"13390","GO:0050757","thymidylate synthase biosynthetic process",1,1,1,"1.00000"
"13391","GO:0050758","regulation of thymidylate synthase biosynthetic process",1,1,1,"1.00000"
"13392","GO:0097393","telomeric repeat-containing RNA transcription",1,1,1,"1.00000"
"13393","GO:0097394","telomeric repeat-containing RNA transcription by RNA polymerase II",1,1,1,"1.00000"
"13394","GO:0097396","response to interleukin-17",4,4,4,"1.00000"
"13395","GO:0097398","cellular response to interleukin-17",4,4,4,"1.00000"
"13396","GO:1902370","regulation of tRNA catabolic process",2,2,2,"1.00000"
"13397","GO:1902371","negative regulation of tRNA catabolic process",2,2,2,"1.00000"
"13398","GO:1902374","regulation of rRNA catabolic process",1,1,1,"1.00000"
"13399","GO:0007468","regulation of rhodopsin gene expression",1,1,1,"1.00000"
"13400","GO:0060260","regulation of transcription initiation from RNA polymerase II promoter",36,36,36,"1.00000"
"13401","GO:0050789","regulation of biological process",7605,7605,7605,"1.00000"
"13402","GO:0070199","establishment of protein localization to chromosome",23,23,23,"1.00000"
"13403","GO:0060264","regulation of respiratory burst involved in inflammatory response",5,5,5,"1.00000"
"13404","GO:1990868","response to chemokine",41,41,41,"1.00000"
"13405","GO:0019220","regulation of phosphate metabolic process",1292,1292,1292,"1.00000"
"13406","GO:0000960","regulation of mitochondrial RNA catabolic process",5,5,5,"1.00000"
"13407","GO:0060255","regulation of macromolecule metabolic process",4557,4557,4557,"1.00000"
"13408","GO:0002757","immune response-activating signal transduction",175,175,175,"1.00000"
"13409","GO:0000967","rRNA 5'-end processing",3,3,3,"1.00000"
"13410","GO:0000968","tRNA exon ligation",1,1,1,"1.00000"
"13411","GO:1902315","nuclear cell cycle DNA replication initiation",5,5,5,"1.00000"
"13412","GO:1902317","nuclear DNA replication termination",1,1,1,"1.00000"
"13413","GO:0097360","chorionic trophoblast cell proliferation",2,2,2,"1.00000"
"13414","GO:0002780","antibacterial peptide biosynthetic process",2,2,2,"1.00000"
"13415","GO:1902319","DNA strand elongation involved in nuclear cell cycle DNA replication",1,1,1,"1.00000"
"13416","GO:0060281","regulation of oocyte development",10,10,10,"1.00000"
"13417","GO:1990882","rRNA acetylation",1,1,1,"1.00000"
"13418","GO:1990884","RNA acetylation",1,1,1,"1.00000"
"13419","GO:0002784","regulation of antimicrobial peptide production",2,2,2,"1.00000"
"13420","GO:0002786","regulation of antibacterial peptide production",1,1,1,"1.00000"
"13421","GO:0000957","mitochondrial RNA catabolic process",6,6,6,"1.00000"
"13422","GO:0019219","regulation of nucleobase-containing compound metabolic process",2848,2848,2848,"1.00000"
"13423","GO:0070162","adiponectin secretion",5,5,5,"1.00000"
"13424","GO:0070163","regulation of adiponectin secretion",5,5,5,"1.00000"
"13425","GO:0070167","regulation of biomineral tissue development",63,63,63,"1.00000"
"13426","GO:1902349","response to chloroquine",1,1,1,"1.00000"
"13427","GO:0097354","prenylation",11,11,11,"1.00000"
"13428","GO:1990874","vascular associated smooth muscle cell proliferation",44,44,44,"1.00000"
"13429","GO:0002775","antimicrobial peptide production",3,3,3,"1.00000"
"13430","GO:0062025","regulation of SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",1,1,1,"1.00000"
"13431","GO:0002777","antimicrobial peptide biosynthetic process",2,2,2,"1.00000"
"13432","GO:0002778","antibacterial peptide production",2,2,2,"1.00000"
"13433","GO:0060278","regulation of ovulation",2,2,2,"1.00000"
"13434","GO:1900543","negative regulation of purine nucleotide metabolic process",18,18,18,"1.00000"
"13435","GO:0007423","sensory organ development",353,353,353,"1.00000"
"13436","GO:1900544","positive regulation of purine nucleotide metabolic process",30,30,30,"1.00000"
"13437","GO:0032965","regulation of collagen biosynthetic process",33,33,33,"1.00000"
"13438","GO:1902337","regulation of apoptotic process involved in morphogenesis",9,9,9,"1.00000"
"13439","GO:0060220","camera-type eye photoreceptor cell fate commitment",1,1,1,"1.00000"
"13440","GO:0062012","regulation of small molecule metabolic process",269,269,269,"1.00000"
"13441","GO:0060222","regulation of retinal cone cell fate commitment",1,1,1,"1.00000"
"13442","GO:0062013","positive regulation of small molecule metabolic process",113,113,113,"1.00000"
"13443","GO:0062014","negative regulation of small molecule metabolic process",71,71,71,"1.00000"
"13444","GO:0097384","cellular lipid biosynthetic process",9,9,9,"1.00000"
"13445","GO:0002727","regulation of natural killer cell cytokine production",6,6,6,"1.00000"
"13446","GO:1900533","palmitic acid metabolic process",1,1,1,"1.00000"
"13447","GO:0032954","regulation of cytokinetic process",2,2,2,"1.00000"
"13448","GO:0007418","ventral midline development",3,3,3,"1.00000"
"13449","GO:0060211","regulation of nuclear-transcribed mRNA poly(A) tail shortening",14,14,14,"1.00000"
"13450","GO:0002712","regulation of B cell mediated immunity",54,54,54,"1.00000"
"13451","GO:0062042","regulation of cardiac epithelial to mesenchymal transition",6,6,6,"1.00000"
"13452","GO:0002713","negative regulation of B cell mediated immunity",8,8,8,"1.00000"
"13453","GO:0002714","positive regulation of B cell mediated immunity",42,42,42,"1.00000"
"13454","GO:0002715","regulation of natural killer cell mediated immunity",34,34,34,"1.00000"
"13455","GO:0002716","negative regulation of natural killer cell mediated immunity",15,15,15,"1.00000"
"13456","GO:0002717","positive regulation of natural killer cell mediated immunity",21,21,21,"1.00000"
"13457","GO:0070170","regulation of tooth mineralization",3,3,3,"1.00000"
"13458","GO:0032988","ribonucleoprotein complex disassembly",7,7,7,"1.00000"
"13459","GO:0070178","D-serine metabolic process",1,1,1,"1.00000"
"13460","GO:0032989","cellular component morphogenesis",569,569,569,"1.00000"
"13461","GO:0000912","assembly of actomyosin apparatus involved in cytokinesis",6,6,6,"1.00000"
"13462","GO:0062033","positive regulation of mitotic sister chromatid segregation",21,21,21,"1.00000"
"13463","GO:0060245","detection of cell density",6,6,6,"1.00000"
"13464","GO:0060249","anatomical structure homeostasis",323,323,323,"1.00000"
"13465","GO:0032971","regulation of muscle filament sliding",1,1,1,"1.00000"
"13466","GO:0032978","protein insertion into membrane from inner side",4,4,4,"1.00000"
"13467","GO:1902308","regulation of peptidyl-serine dephosphorylation",4,4,4,"1.00000"
"13468","GO:0007439","ectodermal digestive tract development",1,1,1,"1.00000"
"13469","GO:0060232","delamination",3,3,3,"1.00000"
"13470","GO:0002733","regulation of myeloid dendritic cell cytokine production",6,6,6,"1.00000"
"13471","GO:0032928","regulation of superoxide anion generation",21,21,21,"1.00000"
"13472","GO:0097343","ripoptosome assembly",4,4,4,"1.00000"
"13473","GO:0032910","regulation of transforming growth factor beta3 production",4,4,4,"1.00000"
"13474","GO:0032917","polyamine acetylation",1,1,1,"1.00000"
"13475","GO:0062002","regulation of all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity",1,1,1,"1.00000"
"13476","GO:0032941","secretion by tissue",25,25,25,"1.00000"
"13477","GO:0032943","mononuclear cell proliferation",243,243,243,"1.00000"
"13478","GO:0032944","regulation of mononuclear cell proliferation",188,188,188,"1.00000"
"13479","GO:0032945","negative regulation of mononuclear cell proliferation",66,66,66,"1.00000"
"13480","GO:0002700","regulation of production of molecular mediator of immune response",127,127,127,"1.00000"
"13481","GO:0002701","negative regulation of production of molecular mediator of immune response",27,27,27,"1.00000"
"13482","GO:0002702","positive regulation of production of molecular mediator of immune response",90,90,90,"1.00000"
"13483","GO:0002703","regulation of leukocyte mediated immunity",188,188,188,"1.00000"
"13484","GO:0002704","negative regulation of leukocyte mediated immunity",44,44,44,"1.00000"
"13485","GO:0002705","positive regulation of leukocyte mediated immunity",126,126,126,"1.00000"
"13486","GO:0002706","regulation of lymphocyte mediated immunity",137,137,137,"1.00000"
"13487","GO:0002707","negative regulation of lymphocyte mediated immunity",36,36,36,"1.00000"
"13488","GO:0002708","positive regulation of lymphocyte mediated immunity",96,96,96,"1.00000"
"13489","GO:0097305","response to alcohol",97,97,97,"1.00000"
"13490","GO:0097306","cellular response to alcohol",55,55,55,"1.00000"
"13491","GO:1902460","regulation of mesenchymal stem cell proliferation",4,4,4,"1.00000"
"13492","GO:0070103","regulation of interleukin-6-mediated signaling pathway",4,4,4,"1.00000"
"13493","GO:1902464","regulation of histone H3-K27 trimethylation",1,1,1,"1.00000"
"13494","GO:0002890","negative regulation of immunoglobulin mediated immune response",8,8,8,"1.00000"
"13495","GO:0002892","regulation of type II hypersensitivity",6,6,6,"1.00000"
"13496","GO:0002894","positive regulation of type II hypersensitivity",6,6,6,"1.00000"
"13497","GO:0060795","cell fate commitment involved in formation of primary germ layer",14,14,14,"1.00000"
"13498","GO:0050864","regulation of B cell activation",138,138,138,"1.00000"
"13499","GO:0032905","transforming growth factor beta1 production",8,8,8,"1.00000"
"13500","GO:0032906","transforming growth factor beta2 production",4,4,4,"1.00000"
"13501","GO:0032907","transforming growth factor beta3 production",4,4,4,"1.00000"
"13502","GO:0032908","regulation of transforming growth factor beta1 production",7,7,7,"1.00000"
"13503","GO:0019751","polyol metabolic process",90,90,90,"1.00000"
"13504","GO:0019755","one-carbon compound transport",6,6,6,"1.00000"
"13505","GO:0072093","metanephric renal vesicle formation",3,3,3,"1.00000"
"13506","GO:0050854","regulation of antigen receptor-mediated signaling pathway",55,55,55,"1.00000"
"13507","GO:0072095","regulation of branch elongation involved in ureteric bud branching",1,1,1,"1.00000"
"13508","GO:0072096","negative regulation of branch elongation involved in ureteric bud branching",1,1,1,"1.00000"
"13509","GO:0072098","anterior/posterior pattern specification involved in kidney development",1,1,1,"1.00000"
