"GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"GO:0035929","steroid hormone secretion",9,9,8.94,"1.00000"
"GO:0098543","detection of other organism",15,15,14.91,"1.00000"
"GO:0065005","protein-lipid complex assembly",15,14,14.91,"1.00000"
"GO:0065007","biological regulation",7758,7707,7710.27,"1.00000"
"GO:0065008","regulation of biological quality",2646,2621,2629.72,"1.00000"
"GO:0034310","primary alcohol catabolic process",1,1,0.99,"1.00000"
"GO:0065009","regulation of molecular function",1885,1870,1873.4,"1.00000"
"GO:0034311","diol metabolic process",22,22,21.86,"1.00000"
"GO:0098534","centriole assembly",32,32,31.8,"1.00000"
"GO:0035930","corticosteroid hormone secretion",6,6,5.96,"1.00000"
"GO:2000470","positive regulation of peroxidase activity",2,1,1.99,"1.00000"
"GO:0035931","mineralocorticoid secretion",2,2,1.99,"1.00000"
"GO:2000471","regulation of hematopoietic stem cell migration",2,2,1.99,"1.00000"
"GO:0031049","programmed DNA elimination",1,1,0.99,"1.00000"
"GO:0035932","aldosterone secretion",2,2,1.99,"1.00000"
"GO:0035933","glucocorticoid secretion",4,4,3.98,"1.00000"
"GO:0034343","type III interferon production",1,1,0.99,"1.00000"
"GO:0034344","regulation of type III interferon production",1,1,0.99,"1.00000"
"GO:0035936","testosterone secretion",2,2,1.99,"1.00000"
"GO:2000476","positive regulation of opioid receptor signaling pathway",1,1,0.99,"1.00000"
"GO:0035938","estradiol secretion",2,2,1.99,"1.00000"
"GO:0031033","myosin filament organization",5,5,4.97,"1.00000"
"GO:0034330","cell junction organization",464,462,461.15,"1.00000"
"GO:0031038","myosin II filament organization",2,2,1.99,"1.00000"
"GO:2000422","regulation of eosinophil chemotaxis",1,0,0.99,"1.00000"
"GO:0016093","polyprenol metabolic process",6,6,5.96,"1.00000"
"GO:2000425","regulation of apoptotic cell clearance",6,6,5.96,"1.00000"
"GO:2000428","regulation of neutrophil aggregation",1,1,0.99,"1.00000"
"GO:2000410","regulation of thymocyte migration",4,4,3.98,"1.00000"
"GO:1905462","regulation of DNA duplex unwinding",6,6,5.96,"1.00000"
"GO:2000413","regulation of fibronectin-dependent thymocyte migration",1,1,0.99,"1.00000"
"GO:1905464","positive regulation of DNA duplex unwinding",3,3,2.98,"1.00000"
"GO:2000416","regulation of eosinophil migration",4,3,3.98,"1.00000"
"GO:1905468","regulation of clathrin-coated pit assembly",1,1,0.99,"1.00000"
"GO:2000419","regulation of eosinophil extravasation",1,1,0.99,"1.00000"
"GO:0035907","dorsal aorta development",5,5,4.97,"1.00000"
"GO:1905457","negative regulation of lymphoid progenitor cell differentiation",2,2,1.99,"1.00000"
"GO:1905458","positive regulation of lymphoid progenitor cell differentiation",2,2,1.99,"1.00000"
"GO:2000449","regulation of CD8-positive, alpha-beta T cell extravasation",3,3,2.98,"1.00000"
"GO:1905459","regulation of vascular associated smooth muscle cell apoptotic process",11,11,10.93,"1.00000"
"GO:1903650","negative regulation of cytoplasmic transport",3,3,2.98,"1.00000"
"GO:1903651","positive regulation of cytoplasmic transport",13,13,12.92,"1.00000"
"GO:1905483","regulation of motor neuron migration",1,1,0.99,"1.00000"
"GO:2000434","regulation of protein neddylation",4,4,3.98,"1.00000"
"GO:1905485","positive regulation of motor neuron migration",1,1,0.99,"1.00000"
"GO:2000437","regulation of monocyte extravasation",4,4,3.98,"1.00000"
"GO:0016068","type I hypersensitivity",6,6,5.96,"1.00000"
"GO:0034308","primary alcohol metabolic process",34,34,33.79,"1.00000"
"GO:0034309","primary alcohol biosynthetic process",8,8,7.95,"1.00000"
"GO:0016053","organic acid biosynthetic process",213,213,211.69,"1.00000"
"GO:0016054","organic acid catabolic process",158,157,157.03,"1.00000"
"GO:0016056","rhodopsin mediated signaling pathway",3,3,2.98,"1.00000"
"GO:1905476","negative regulation of protein localization to membrane",26,25,25.84,"1.00000"
"GO:1903689","regulation of wound healing, spreading of epidermal cells",6,6,5.96,"1.00000"
"GO:1905420","vascular associated smooth muscle cell differentiation involved in phenotypic switching",2,2,1.99,"1.00000"
"GO:1903674","regulation of cap-dependent translational initiation",1,1,0.99,"1.00000"
"GO:1905424","regulation of Wnt-mediated midbrain dopaminergic neuron differentiation",1,1,0.99,"1.00000"
"GO:1903677","regulation of cap-independent translational initiation",3,3,2.98,"1.00000"
"GO:1905429","response to glycine",1,1,0.99,"1.00000"
"GO:0016072","rRNA metabolic process",205,205,203.74,"1.00000"
"GO:0016073","snRNA metabolic process",33,33,32.8,"1.00000"
"GO:2000403","positive regulation of lymphocyte migration",31,31,30.81,"1.00000"
"GO:1903624","regulation of DNA catabolic process",10,10,9.94,"1.00000"
"GO:0016074","snoRNA metabolic process",14,14,13.91,"1.00000"
"GO:1903625","negative regulation of DNA catabolic process",3,3,2.98,"1.00000"
"GO:2000407","regulation of T cell extravasation",6,6,5.96,"1.00000"
"GO:1903613","regulation of protein tyrosine phosphatase activity",4,4,3.98,"1.00000"
"GO:1905443","regulation of clathrin coat assembly",2,2,1.99,"1.00000"
"GO:1905446","regulation of mitochondrial ATP synthesis coupled electron transport",6,6,5.96,"1.00000"
"GO:1905447","negative regulation of mitochondrial ATP synthesis coupled electron transport",1,1,0.99,"1.00000"
"GO:0045990","carbon catabolite regulation of transcription",4,4,3.98,"1.00000"
"GO:0098660","inorganic ion transmembrane transport",414,406,411.45,"1.00000"
"GO:0045991","carbon catabolite activation of transcription",4,4,3.98,"1.00000"
"GO:1905449","regulation of Fc-gamma receptor signaling pathway involved in phagocytosis",7,7,6.96,"1.00000"
"GO:0098661","inorganic anion transmembrane transport",32,31,31.8,"1.00000"
"GO:0045992","negative regulation of embryonic development",21,21,20.87,"1.00000"
"GO:0098662","inorganic cation transmembrane transport",392,384,389.59,"1.00000"
"GO:0098664","G protein-coupled serotonin receptor signaling pathway",4,4,3.98,"1.00000"
"GO:1905435","regulation of histone H3-K4 trimethylation",2,2,1.99,"1.00000"
"GO:1903649","regulation of cytoplasmic transport",28,28,27.83,"1.00000"
"GO:1903630","regulation of aminoacyl-tRNA ligase activity",2,2,1.99,"1.00000"
"GO:0075071","modulation by symbiont of host autophagy",8,7,7.95,"1.00000"
"GO:0098659","inorganic cation import across plasma membrane",51,51,50.69,"1.00000"
"GO:2000192","negative regulation of fatty acid transport",8,8,7.95,"1.00000"
"GO:0016043","cellular component organization",4431,4405,4403.74,"1.00000"
"GO:2000195","negative regulation of female gonad development",1,1,0.99,"1.00000"
"GO:1903636","regulation of protein insertion into mitochondrial outer membrane",1,1,0.99,"1.00000"
"GO:2000196","positive regulation of female gonad development",4,4,3.98,"1.00000"
"GO:2000197","regulation of ribonucleoprotein complex localization",7,7,6.96,"1.00000"
"GO:1903639","regulation of gastrin-induced gastric acid secretion",1,1,0.99,"1.00000"
"GO:1905402","regulation of activated CD8-positive, alpha-beta T cell apoptotic process",2,2,1.99,"1.00000"
"GO:1905405","regulation of mitotic cohesin loading",1,1,0.99,"1.00000"
"GO:1905407","regulation of creatine transmembrane transporter activity",1,1,0.99,"1.00000"
"GO:0044362","negative regulation of molecular function in other organism",2,2,1.99,"1.00000"
"GO:2000160","negative regulation of planar cell polarity pathway involved in heart morphogenesis",1,1,0.99,"1.00000"
"GO:2000161","regulation of planar cell polarity pathway involved in cardiac right atrium morphogenesis",1,1,0.99,"1.00000"
"GO:0034471","ncRNA 5'-end processing",16,16,15.9,"1.00000"
"GO:2000163","regulation of planar cell polarity pathway involved in outflow tract morphogenesis",1,1,0.99,"1.00000"
"GO:2000165","regulation of planar cell polarity pathway involved in pericardium morphogenesis",1,1,0.99,"1.00000"
"GO:2000167","regulation of planar cell polarity pathway involved in neural tube closure",1,1,0.99,"1.00000"
"GO:0045980","negative regulation of nucleotide metabolic process",19,19,18.88,"1.00000"
"GO:0045981","positive regulation of nucleotide metabolic process",29,28,28.82,"1.00000"
"GO:2000169","regulation of peptidyl-cysteine S-nitrosylation",9,9,8.94,"1.00000"
"GO:2000150","regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis",1,1,0.99,"1.00000"
"GO:0044359","modulation of molecular function in other organism",4,4,3.98,"1.00000"
"GO:2000155","positive regulation of cilium-dependent cell motility",3,3,2.98,"1.00000"
"GO:2000159","regulation of planar cell polarity pathway involved in heart morphogenesis",1,1,0.99,"1.00000"
"GO:0045974","regulation of translation, ncRNA-mediated",12,12,11.93,"1.00000"
"GO:2000181","negative regulation of blood vessel morphogenesis",89,88,88.45,"1.00000"
"GO:0098630","aggregation of unicellular organisms",1,0,0.99,"1.00000"
"GO:0045923","positive regulation of fatty acid metabolic process",29,29,28.82,"1.00000"
"GO:0045924","regulation of female receptivity",4,4,3.98,"1.00000"
"GO:0044379","protein localization to actin cortical patch",1,1,0.99,"1.00000"
"GO:2000174","regulation of pro-T cell differentiation",1,1,0.99,"1.00000"
"GO:0045911","positive regulation of DNA recombination",40,39,39.75,"1.00000"
"GO:0045912","negative regulation of carbohydrate metabolic process",45,45,44.72,"1.00000"
"GO:0045913","positive regulation of carbohydrate metabolic process",63,62,62.61,"1.00000"
"GO:0045915","positive regulation of catecholamine metabolic process",5,5,4.97,"1.00000"
"GO:0034433","steroid esterification",9,9,8.94,"1.00000"
"GO:0034434","sterol esterification",9,9,8.94,"1.00000"
"GO:0045940","positive regulation of steroid metabolic process",23,23,22.86,"1.00000"
"GO:1905161","protein localization to phagocytic vesicle",3,3,2.98,"1.00000"
"GO:2000112","regulation of cellular macromolecule biosynthetic process",2715,2700,2698.3,"1.00000"
"GO:2000113","negative regulation of cellular macromolecule biosynthetic process",1124,1116,1117.08,"1.00000"
"GO:1905169","regulation of protein localization to phagocytic vesicle",3,3,2.98,"1.00000"
"GO:0044341","sodium-dependent phosphate transport",4,4,3.98,"1.00000"
"GO:0044343","canonical Wnt signaling pathway involved in regulation of type B pancreatic cell proliferation",1,1,0.99,"1.00000"
"GO:0045934","negative regulation of nucleobase-containing compound metabolic process",1136,1129,1129.01,"1.00000"
"GO:0045935","positive regulation of nucleobase-containing compound metabolic process",1342,1333,1333.74,"1.00000"
"GO:0045936","negative regulation of phosphate metabolic process",446,442,443.26,"1.00000"
"GO:0045937","positive regulation of phosphate metabolic process",783,776,778.18,"1.00000"
"GO:0045939","negative regulation of steroid metabolic process",14,14,13.91,"1.00000"
"GO:2000143","negative regulation of DNA-templated transcription, initiation",3,3,2.98,"1.00000"
"GO:1905153","regulation of membrane invagination",20,20,19.88,"1.00000"
"GO:1905155","positive regulation of membrane invagination",16,16,15.9,"1.00000"
"GO:2000148","regulation of planar cell polarity pathway involved in ventricular septum morphogenesis",1,1,0.99,"1.00000"
"GO:0044332","Wnt signaling pathway involved in dorsal/ventral axis specification",1,1,0.99,"1.00000"
"GO:0044335","canonical Wnt signaling pathway involved in neural crest cell differentiation",1,1,0.99,"1.00000"
"GO:0034401","chromatin organization involved in regulation of transcription",119,119,118.27,"1.00000"
"GO:0034404","nucleobase-containing small molecule biosynthetic process",60,60,59.63,"1.00000"
"GO:2000136","regulation of cell proliferation involved in heart morphogenesis",12,12,11.93,"1.00000"
"GO:2000137","negative regulation of cell proliferation involved in heart morphogenesis",2,2,1.99,"1.00000"
"GO:1905174","regulation of vascular associated smooth muscle cell dedifferentiation",1,1,0.99,"1.00000"
"GO:1905178","regulation of cardiac muscle tissue regeneration",2,2,1.99,"1.00000"
"GO:1905126","regulation of axo-dendritic protein transport",1,1,0.99,"1.00000"
"GO:2000101","regulation of mammary stem cell proliferation",1,1,0.99,"1.00000"
"GO:2000104","negative regulation of DNA-dependent DNA replication",13,13,12.92,"1.00000"
"GO:1905115","regulation of lateral attachment of mitotic spindle microtubules to kinetochore",1,1,0.99,"1.00000"
"GO:2000106","regulation of leukocyte apoptotic process",79,79,78.51,"1.00000"
"GO:0034196","acylglycerol transport",4,4,3.98,"1.00000"
"GO:1905144","response to acetylcholine",16,16,15.9,"1.00000"
"GO:0014721","twitch skeletal muscle contraction",3,3,2.98,"1.00000"
"GO:1905132","regulation of meiotic chromosome separation",1,1,0.99,"1.00000"
"GO:1905133","negative regulation of meiotic chromosome separation",1,1,0.99,"1.00000"
"GO:0014724","regulation of twitch skeletal muscle contraction",1,1,0.99,"1.00000"
"GO:0034163","regulation of toll-like receptor 9 signaling pathway",9,9,8.94,"1.00000"
"GO:2000295","regulation of hydrogen peroxide catabolic process",2,1,1.99,"1.00000"
"GO:0014717","regulation of satellite cell activation involved in skeletal muscle regeneration",1,1,0.99,"1.00000"
"GO:0014719","skeletal muscle satellite cell activation",2,2,1.99,"1.00000"
"GO:0014741","negative regulation of muscle hypertrophy",26,26,25.84,"1.00000"
"GO:0014742","positive regulation of muscle hypertrophy",31,31,30.81,"1.00000"
"GO:0014743","regulation of muscle hypertrophy",59,59,58.64,"1.00000"
"GO:0014744","positive regulation of muscle adaptation",5,5,4.97,"1.00000"
"GO:0014745","negative regulation of muscle adaptation",9,9,8.94,"1.00000"
"GO:0034155","regulation of toll-like receptor 7 signaling pathway",4,4,3.98,"1.00000"
"GO:0034159","regulation of toll-like receptor 8 signaling pathway",1,1,0.99,"1.00000"
"GO:0034182","regulation of maintenance of mitotic sister chromatid cohesion",8,8,7.95,"1.00000"
"GO:0034183","negative regulation of maintenance of mitotic sister chromatid cohesion",3,3,2.98,"1.00000"
"GO:0014735","regulation of muscle atrophy",3,3,2.98,"1.00000"
"GO:0014738","regulation of muscle hyperplasia",2,2,1.99,"1.00000"
"GO:0044467","glial cell-derived neurotrophic factor secretion",2,2,1.99,"1.00000"
"GO:0034179","regulation of toll-like receptor 13 signaling pathway",1,1,0.99,"1.00000"
"GO:2000257","regulation of protein activation cascade",1,1,0.99,"1.00000"
"GO:0034110","regulation of homotypic cell-cell adhesion",28,28,27.83,"1.00000"
"GO:2000282","regulation of cellular amino acid biosynthetic process",3,3,2.98,"1.00000"
"GO:1905292","regulation of neural crest cell differentiation",1,1,0.99,"1.00000"
"GO:2000283","negative regulation of cellular amino acid biosynthetic process",1,1,0.99,"1.00000"
"GO:2000284","positive regulation of cellular amino acid biosynthetic process",1,1,0.99,"1.00000"
"GO:1905294","positive regulation of neural crest cell differentiation",1,1,0.99,"1.00000"
"GO:0034114","regulation of heterotypic cell-cell adhesion",19,19,18.88,"1.00000"
"GO:0034117","erythrocyte aggregation",2,2,1.99,"1.00000"
"GO:0034118","regulation of erythrocyte aggregation",2,2,1.99,"1.00000"
"GO:2000275","regulation of oxidative phosphorylation uncoupler activity",3,3,2.98,"1.00000"
"GO:0034147","regulation of toll-like receptor 5 signaling pathway",1,1,0.99,"1.00000"
"GO:0034135","regulation of toll-like receptor 2 signaling pathway",11,11,10.93,"1.00000"
"GO:2000226","regulation of pancreatic A cell differentiation",1,1,0.99,"1.00000"
"GO:2000229","regulation of pancreatic stellate cell proliferation",1,1,0.99,"1.00000"
"GO:0034139","regulation of toll-like receptor 3 signaling pathway",8,8,7.95,"1.00000"
"GO:0044417","translocation of molecules into host",8,8,7.95,"1.00000"
"GO:0044419","interspecies interaction between organisms",1091,1084,1084.29,"1.00000"
"GO:0014896","muscle hypertrophy",77,77,76.53,"1.00000"
"GO:0014897","striated muscle hypertrophy",76,76,75.53,"1.00000"
"GO:1905268","negative regulation of chromatin organization",54,53,53.67,"1.00000"
"GO:1905269","positive regulation of chromatin organization",104,103,103.36,"1.00000"
"GO:2000241","regulation of reproductive process",112,112,111.31,"1.00000"
"GO:2000242","negative regulation of reproductive process",34,34,33.79,"1.00000"
"GO:2000243","positive regulation of reproductive process",54,54,53.67,"1.00000"
"GO:1905255","regulation of RNA binding transcription factor activity",1,1,0.99,"1.00000"
